make,model,colour,capacity,network,grade,condition,count
PUMA,"BREAD-N-BUTTER WITH MIC",Red,"Not Applicable","Not Applicable","Insurance Grade",Working,2
PUMA,"HARD SHELL CASE FOR APPLE IPHONE 5/5S",Purple,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,14
PUMA,"HARD SHELL CASE FOR SAMSUNG GALAXY S4",Purple,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,16
PUMA,"HERITAGE CASE FOR GALAXY S4 ",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,8
PUMA,"PRO PERFORMANCE",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,8
PURO,"STRIPE COVER FOR IPHONE 5",Multicolour,"Not Applicable","Not Applicable","Grade A - Very Good Condition",BER,2
"QMOBILE ",A10,White,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER-Scrap,2
RAC,"315 4.3\" SATELLITE NAVIGATION",Silver,512MB,"Not Applicable","Brand New","Brand New",12
RAC,"315 4.3\" SATELLITE NAVIGATION",Silver,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
ROHS,"POWER BANK",White,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER-Scrap,2
ROHS,"TABLET ",White,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",BER-Scrap,2
ROKU,"NOW TV BOX",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,30
ROKU,"NOW TV BOX",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
ROKU,"NOW TV CINEMA PASS(2 MONTH PASS)",Purple,"Not Applicable","Not Applicable","Brand New","Brand New",4
ROKU,"NOW TV ENTERTAINMENT PASS (2 MONTH PASS)",Orange,"Not Applicable","Not Applicable","Brand New","Brand New",6
ROKU,"ROKU 2 STREAMING MEDIA PLAYER 4205EU",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,2
ROKU,"ROKU EXPRESS HD STREAMING STICK",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,2
ROKU,"ROKU STREAMING STICK",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
ROXFIT,"GEL SHELL FLIP PLUS CASE FOR SONY XPERIA Z3",Black,"Not Applicable","Not Applicable","Brand New","Brand New",4
ROXFIT,"PRO-2 GEL SHELL CASE FOR SONY XPERIA X",Clear,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
ROXFIT,"PRO-2 GEL SHELL CASE FOR SONY XPERIA X",Clear,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,10
ROXFIT,"PRO-2 GEL SHELL CASE FOR SONY XPERIA X",Clear,"Not Applicable","Not Applicable","Brand New","Brand New",16
ROXFIT,"PRO-2 GEL SHELL CASE FOR SONY XPERIA XA",Clear,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,56
ROXFIT,"PRO-2 GEL SHELL CASE FOR SONY XPERIA XA",Clear,"Not Applicable","Not Applicable","Brand New","Brand New",8
ROXFIT,"PRO-2 GEL SHELL CASE FOR SONY XPERIA XA",Clear,"Not Applicable","Not Applicable","Insurance Grade",Working,6
ROXFIT,"SLIMLINE BOOK CASE FOR SONY XPERIA Z2",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,8
ROXFIT,"SLIMLINE BOOK CASE FOR SONY XPERIA Z3+",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,4
ROXFIT,"SLIMLINE BOOK CASE FOR SONY XPERIA Z3+",Black,"Not Applicable","Not Applicable","Brand New","Brand New",6
ROXFIT,"ULTRA SLIM BOOK CASE - SONY XPERIA Z5",Black,"Not Applicable","Not Applicable","Brand New","Brand New",6
ROXFIT,"ULTRA SLIM BOOK CASE - SONY XPERIA Z5",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
ROXFIT,"ULTRA SLIM BOOK CASE - SONY XPERIA Z5 COMPACT",Black,"Not Applicable","Not Applicable","Brand New","Brand New",44
ROXFIT,"ULTRA SLIM BOOK CASE - SONY XPERIA Z5 COMPACT",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",8
"ROYAL AIR FORCE","RED ARROWS 8-10 INCH TABLET CASE",Red,"Not Applicable","Not Applicable","Brand New","Brand New",10
RYOKU,MJ7CN4,Silver,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
SAEBO,"CDMA 2000",White,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",2
SAEBO,"CDMA 2000",White,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER,2
Sagem,D16T,Black,"Not Applicable",Damaged,"Grade B - Good Condition",Working,4
Sagem,D16T,Black,"Not Applicable",Damaged,Unknown,Non-working,2
Samsung," Chat 335",Black,"Not Applicable",Tesco-Mobile,"Grade C - Acceptable Condition","Working - Need Battery Cover",2
Samsung," Galaxy Ace 3 S7270",Grey,4GB,NOS-Portugal,Unknown,Non-working,2
Samsung," Galaxy Note 10.1 16GB (2014 Edition) WiFi",White,16GB,"Not Applicable",Unknown,Non-working,2
Samsung," Galaxy Note 10.1 16GB WIFI",White,16GB,Damaged,Unknown,"Power On Tested-Good LCD",2
Samsung," Galaxy Note 2 II",Grey,32GB,Unlocked,"Grade A - Very Good Condition",Working,2
Samsung," Galaxy Note 2 II",Grey,16GB,Unlocked,"Grade B - Good Condition","Working – Major Screen Burn",2
Samsung," Galaxy note 3 iii",Black,16GB,Unknown,"Grade C - Acceptable Condition",Counterfeit,2
Samsung," Galaxy Note 3 N9005 LTE",White,32GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung," Galaxy Note 4",White,32GB,Unlocked,"Insurance Grade","Brand New",2
Samsung," Galaxy Note 4",Black,32GB,Unknown,"Not Graded",Blacklisted,2
Samsung," Galaxy Note 4",Black,32GB,Unlocked,"Insurance Grade","Brand New",2
Samsung," Galaxy Note 4",Black,32GB,Damaged,Unknown,Non-working,2
Samsung," Galaxy Note 4",Gold,"Not Applicable","Not Applicable","Brand New","Brand New",2
Samsung," Galaxy Note 4",Black,32GB,Unlocked,"Grade B B2B",Working,2
Samsung," Galaxy Note 4",Black,32GB,Unlocked,"Grade C - Acceptable Condition",Working,6
Samsung," Galaxy Note 4",Black,32GB,Unlocked,"Grade A - Very Good Condition",Working,2
Samsung," Galaxy Note 4","Charcoal Black",32GB,Unlocked,"Grade C - Acceptable Condition","Working – Minor Screen Burn",2
Samsung," Galaxy Note 4",Black,32GB,Unlocked,"Grade C - Acceptable Condition","Working - Minor Issue",2
Samsung," Galaxy Note 4",White,32GB,Unlocked,"Grade C - Acceptable Condition","Working - Minor Issue",4
Samsung," Galaxy Note 4",White,32GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung," Galaxy Note 4",CHARCOAL,32GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung," Galaxy Note 4",CHARCOAL,32GB,Unlocked,"Grade B B2B",Working,2
Samsung," Galaxy Note 4",Black,32GB,"EE Network","Grade C - Acceptable Condition","Working - Minor Issue",2
Samsung," Galaxy Note 4",Gold,32GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung," Galaxy Note 4",Black,32GB,Unlocked,"Grade B - Good Condition","Non-working - Need Repair - HardWare",2
Samsung," galaxy Note 8.0",Black,64GB,Unlocked,"Grade B - Good Condition","Working – Minor Screen Burn",12
Samsung," galaxy Note 8.0",Black,64GB,Unlocked,"Grade A - Very Good Condition","Working – Minor Screen Burn",2
Samsung," galaxy Note 8.0",Gold,64GB,Unlocked,"Grade B - Good Condition","Working – Minor Screen Burn",2
Samsung," galaxy Note 8.0",Gold,64GB,Unlocked,"Grade A - Very Good Condition","Working – Minor Screen Burn",2
Samsung," galaxy Note 8.0",Black,64GB,Unlocked,"Grade B - Good Condition",Working,14
Samsung," galaxy Note 8.0",Gold,64GB,Unlocked,"Grade C - Acceptable Condition","Working – Minor Screen Burn",2
Samsung," galaxy Note 8.0",Black,64GB,Unlocked,"Grade A - Very Good Condition",Working,8
Samsung," galaxy Note 8.0",Black,64GB,Unlocked,Unknown,"Non-working - Need Repair - HardWare",2
Samsung," galaxy Note 8.0",Gold,64GB,Unlocked,"Grade C - Acceptable Condition",Working,6
Samsung," galaxy Note 8.0",Gold,64GB,Unlocked,"Grade B - Good Condition",Working,4
Samsung," galaxy Note 8.0",Black,64GB,"EE Network","Grade B - Good Condition","Use For Parts",2
Samsung," galaxy Note 8.0",Black,64GB,"EE Network","Insurance Grade","Brand New",2
Samsung," galaxy Note 8.0",Black,64GB,Unlocked,"Insurance Grade","Brand New",2
Samsung," Galaxy Note III N9000",Blue,32GB,"Not Applicable","Grade D",BER-Scrap,2
Samsung," galaxy s3 i9300","Pebble Blue",16GB,Unlocked,"Grade D",Working,2
Samsung," galaxy s3 i9300",Blue,16GB,Unlocked,"Grade A - Very Good Condition",Working,2
Samsung," galaxy s3 i9300",Blue,16GB,Unlocked,"Grade D",BER-Scrap,2
Samsung," galaxy s3 i9300",Blue,32GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung," galaxy s3 i9300",Blue,16GB,Unlocked,"Grade C - Acceptable Condition",Working,8
Samsung," galaxy s3 i9300",White,16GB,Unlocked,"Grade C - Acceptable Condition",Working,4
Samsung," galaxy s3 i9300",White,16GB,Unknown,Unknown,"Power On Tested-Good LCD",2
Samsung," galaxy s3 i9300",White,16GB,Unlocked,"Grade B B2B",Working,4
Samsung," galaxy s3 i9300",Blue,16GB,Unlocked,"Grade B B2B",Working,4
Samsung," galaxy s3 i9300",Blue,16GB,Unknown,"Grade D",BER,2
Samsung," galaxy s3 i9300",Blue,32GB,Unlocked,"Grade B - Good Condition",BER,2
Samsung," galaxy s3 i9300",Blue,32GB,Unknown,"Grade B - Good Condition",BER,2
Samsung," galaxy s3 i9300",Blue,32GB,Unknown,"Grade B - Good Condition","Power On Tested-Good LCD",2
Samsung," galaxy s3 i9300",White,32GB,Unknown,"Grade B B2B","Power On Tested-Good LCD",2
Samsung," galaxy s3 i9300",White,32GB,Unknown,"Grade D",BER-Scrap,6
Samsung," galaxy s3 i9300",Black,16GB,Unknown,"Grade D",BER-Scrap,2
Samsung," galaxy s3 i9300",Blue,16GB,Unknown,"Grade D",BER-Scrap,2
Samsung," galaxy s3 i9300",Blue,16GB,Unknown,"Grade C - Acceptable Condition","Power On Tested-Good LCD",2
Samsung," galaxy s3 i9300",Black,16GB,Unlocked,"Grade D",Working,2
Samsung," galaxy s3 i9300",White,16GB,Vodafone,"Brand New","Brand New",2
Samsung," galaxy s3 i9300",White,16GB,Damaged,"Grade B - Good Condition",Non-working,2
Samsung," galaxy s3 i9300","Bluish Black",16GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung," galaxy s3 i9300","Bluish Black",16GB,Foreign,"Grade D",BER-Scrap,2
Samsung," galaxy s3 i9300","Bluish Black",16GB,Unknown,"Grade D",BER-Scrap,2
Samsung," galaxy s3 i9300",White,"Not Applicable",Unknown,"Grade C - Acceptable Condition","Non-working - DeBrand",2
Samsung," galaxy s3 i9300",Blue,"Not Applicable",Vodafone-Ireland,"Grade C - Acceptable Condition",Working,2
Samsung," galaxy s3 i9300",Blue,16GB,Unlocked,Unknown,"Non-working - Need Repair - HardWare",2
Samsung," galaxy s3 i9300",Blue,16GB,Unlocked,"Grade C - Acceptable Condition","Working – Major Screen Burn",2
Samsung," galaxy s3 i9300","Pebble Blue",16GB,Unlocked,"Insurance Grade","Brand New",10
Samsung," galaxy s3 i9300",Blue,16GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung," galaxy s3 i9300","Pebble Blue",16GB,Unlocked,"Grade D",BER-Scrap,2
Samsung," galaxy s3 i9300","Pebble Blue",16GB,Unlocked,"Grade A - Very Good Condition",Working,2
Samsung," galaxy s3 i9300","Pebble Blue",16GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung," galaxy s3 i9300",Blue,16GB,NOS-Portugal,Unknown,Non-working,2
Samsung," galaxy s3 i9300",Black,4GB,NOS-Portugal,Unknown,Non-working,2
Samsung," galaxy s3 i9300",White,16GB,Unlocked,"Grade B - Good Condition","Working – Minor Screen Burn",2
Samsung," galaxy s3 i9300",Blue,4GB,NOS-Portugal,Unknown,Non-working,2
Samsung," galaxy s3 i9300",Blue,16GB,Unlocked,"Grade D",Working,2
Samsung," galaxy s3 i9300",White,16GB,Unlocked,"Grade C - Acceptable Condition","Working – Minor Screen Burn",6
Samsung," galaxy s3 i9300",Blue,8GB,Damaged,Unknown,Non-working,2
Samsung," galaxy s3 i9300",White,16GB,Unlocked,"Grade B - Good Condition","Working – Major Screen Burn",2
Samsung," galaxy s3 i9300",Blue,16GB,Damaged,Unknown,Non-working,4
Samsung," galaxy s3 i9300","Black Sapphire",16GB,Unlocked,"Grade C - Acceptable Condition","Working – Minor Screen Burn",2
Samsung," galaxy s3 i9300",White,16GB,Unlocked,"Grade B - Good Condition",Working,8
Samsung," galaxy s3 i9300",Blue,16GB,Unlocked,"Grade C - Acceptable Condition","Working – Minor Screen Burn",4
Samsung," galaxy s3 i9300",White,16GB,Damaged,Unknown,Non-working,2
Samsung," galaxy s3 i9300",White,16GB,Orange,"Grade D","Non-working - Need Repair - HardWare",2
Samsung," galaxy s3 i9300",White,32GB,Unlocked,"Grade D","Working – Major Screen Burn",2
Samsung," galaxy s3 i9300",White,16GB,Unlocked,"Grade C - Acceptable Condition","Non-working - DeBrand",2
Samsung," galaxy s3 i9300",White,32GB,Three(3),"Grade D","Non-working - Unlock",2
Samsung," galaxy s3 i9300","Black Sapphire",16GB,Unlocked,"Grade C - Acceptable Condition","Working - Need Battery Cover",2
Samsung," galaxy s3 i9300",White,16GB,Unlocked,"Grade C - Acceptable Condition","Working – Major Screen Burn",2
Samsung," galaxy s3 i9300","Black Sapphire",16GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung," Galaxy S3 i9305",Black,16GB,Unlocked,"Grade C - Acceptable Condition","Working – Minor Screen Burn",2
Samsung," Galaxy S3 i9305",Black,16GB,NOS-Portugal,"Not Graded","Non-working - Need Repair - HardWare",2
Samsung," Galaxy S3 i9305",Grey,16GB,Unlocked,"Grade C - Acceptable Condition","Working - Minor Issue",2
Samsung," Galaxy S3 i9305",Black,16GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung," Galaxy S3 i9305",Black,16GB,Unlocked,Unknown,Non-working,2
Samsung," Galaxy S3 i9305",Black,16GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung," Galaxy S3 i9305",Silver,16GB,NOS-Portugal,Unknown,Non-working,2
Samsung," Galaxy S3 i9305",White,16GB,Unlocked,"Grade C - Acceptable Condition","Working – Minor Screen Burn",2
Samsung," Galaxy S4 / S IV Mini i9190",Black,8GB,Unlocked,"Grade B B2B",Working,6
Samsung," Galaxy S4 / S IV Mini i9190",White,"Not Applicable","Not Applicable","Brand New","Brand New",2
Samsung," Galaxy Tab 2 10.1 P5100 3G",Silver,16GB,Unlocked,"Grade C - Acceptable Condition",Working,6
Samsung," Galaxy Tab 2 10.1 P5100 3G",Silver,16GB,"Not Applicable","Brand New","Brand New",1092
Samsung," Galaxy Tab 2 10.1 P5100 3G",Grey,16GB,"Not Applicable","Brand New","Brand New",494
Samsung," Galaxy Tab 2 10.1 P5100 3G",Grey,16GB,Unlocked,"Insurance Grade","Brand New",2
Samsung," Galaxy Tab 2 10.1 P5100 3G",Grey,16GB,Unlocked,"Grade B - Good Condition",Working,6
Samsung," Galaxy Tab 2 10.1 P5100 3G",Grey,16GB,Unlocked,"Grade A - Very Good Condition",Working,2
Samsung," Galaxy Tab 2 10.1 P5100 3G",Silver,16GB,Unlocked,"Grade B - Good Condition",Working,12
Samsung," Galaxy Tab 2 10.1 P5100 3G",Silver,16GB,Unlocked,"Grade A - Very Good Condition",Working,20
Samsung," Galaxy Tab 2 10.1 P5100 3G",Silver,16GB,"Not Applicable","Grade A - Very Good Condition",Non-working,2
Samsung," Galaxy Tab 2 10.1 P5100 3G",Silver,16GB,Unlocked,"Grade B B2B",Working,4
Samsung," Galaxy Tab 3 10.1 WiFi 16GB GT-P5210",White,16GB,Damaged,"Grade D",Non-working,2
Samsung," Galaxy Tab 3 10.1 WiFi 16GB GT-P5210",White,16GB,"Not Applicable","Grade B - Good Condition",Working,2
Samsung," Galaxy Tab 3 10.1 WiFi 16GB GT-P5210",White,16GB,"Not Applicable","Grade C - Acceptable Condition",Working,2
Samsung," Galaxy Tab 3 10.1 WiFi 16GB GT-P5210",White,16GB,"Not Applicable",Unknown,Non-working,2
Samsung," Galaxy Tab 3 7.0",Black,Unknown,"Not Applicable","Grade C - Acceptable Condition",Working,2
Samsung," Galaxy Tab 3 7.0 WiFi 8GB",White,8GB,"Not Applicable","Grade C - Acceptable Condition",Working,2
Samsung," Galaxy Tab 3 7.0 WiFi 8GB",White,Unknown,"Not Applicable",Unknown,Non-working,2
Samsung," Galaxy Tab 3 7.0 WiFi 8GB",White,8GB,"Not Applicable","Grade B - Good Condition",Working,4
Samsung," Galaxy Tab S 8.4",White,16GB,Unlocked,Unknown,"Non-working - Need Repair - HardWare",2
Samsung," Galaxy Tab S 8.4 4G",Gold,16GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung," galaxy trend plus",White,4GB,Unlocked,"Grade D",Working,2
Samsung," galaxy trend plus",Black,4GB,Unlocked,"Grade B - Good Condition",Working,6
Samsung," galaxy trend plus",Black,4GB,Unlocked,"Grade D",Working,6
Samsung," galaxy trend plus",Black,"Not Applicable",Unlocked,"Grade D",Working,2
Samsung," galaxy trend plus",Black,4GB,Unlocked,"Grade B B2B",Working,4
Samsung," galaxy trend plus",Black,4GB,Unlocked,"Grade C - Acceptable Condition",Working,4
Samsung," galaxy trend plus",White,"Not Applicable",Unknown,"Grade D",BER-Scrap,2
Samsung," galaxy trend plus",White,4GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung," galaxy trend plus",Black,"Not Applicable",Unknown,Unknown,BER,2
Samsung," galaxy trend plus",White,4GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung," galaxy trend plus",White,4GB,Unknown,"Grade D",BER,2
Samsung," galaxy trend plus",Black,4GB,Tesco-Mobile,"Grade C - Acceptable Condition","Non-working - Need Battery Cover",2
Samsung," galaxy trend plus",Black,4GB,Unlocked,"Insurance Grade","Brand New",12
Samsung," galaxy trend plus",Black,4GB,Unlocked,"Grade A - Very Good Condition",Working,10
Samsung," galaxy trend plus",Blue,4GB,Unlocked,"Grade A - Very Good Condition",Working,2
Samsung," galaxy trend plus",White,4GB,Unlocked,"Grade A - Very Good Condition",Working,2
Samsung," galaxy trend plus",White,4GB,Unlocked,"Grade B - Good Condition","Working - Need Battery",2
Samsung," galaxy trend plus",Black,4GB,Damaged,Unknown,Non-working,2
Samsung," galaxy trend plus",Blue,4GB,Unlocked,"Grade B B2B",Working,2
Samsung," galaxy trend plus",Black,4GB,Damaged,"Grade C - Acceptable Condition","Power On Tested-Broken LCD",2
Samsung," Galaxy Xcover 2 GT-S7710",Grey,4GB,Unknown,"Grade C - Acceptable Condition",BER,2
Samsung," Galaxy Xcover 2 GT-S7710",Grey,4GB,Unlocked,"Grade A - Very Good Condition",Working,2
Samsung," Galaxy Xcover 2 GT-S7710",Grey,4GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung," Galaxy Xcover 2 GT-S7710",Grey,4GB,Unknown,"Grade D",BER,4
Samsung," Galaxy Xcover 2 GT-S7710",Grey,4GB,Unlocked,"Grade B B2B",Working,2
Samsung," Galaxy Xcover 2 GT-S7710",Grey,4GB,Unlocked,"Grade D",Working,2
Samsung," Galaxy Xcover 2 GT-S7710",Grey,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung," Galaxy Xcover 2 GT-S7710",Grey,4GB,Unlocked,"Insurance Grade","Brand New",14
Samsung," Galaxy Xcover 2 GT-S7710",Grey,1GB,Unlocked,"Grade A - Very Good Condition","Non-working - Need Battery",2
Samsung," Galaxy Xcover 2 GT-S7710",Grey,4GB,Unlocked,"Grade A - Very Good Condition","Non-working - Need Battery",8
Samsung," Galaxy Xcover 2 GT-S7710",Grey,2GB,Unlocked,"Grade A - Very Good Condition","Non-working - Need Battery Cover And Battery",2
Samsung," Galaxy Xcover 2 GT-S7710",Grey,2GB,Unlocked,"Insurance Grade","Brand New",12
Samsung," Galaxy Xcover 2 GT-S7710",Grey,2GB,Unlocked,Unknown,Non-working,2
Samsung," Galaxy Xcover 2 GT-S7710",Grey,4GB,Unlocked,"Insurance Grade","Non-working - Need Battery",2
Samsung," Note 3 N9000",White,32GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung," S5",Black,16GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung," S8500 Wave",Black,"Not Applicable",O2,"Grade C - Acceptable Condition","Blacklisted Disposal",2
Samsung," Tab 3 7.0 8GB SM-T210",White,8GB,"Not Applicable","Grade D",Working,2
Samsung,2400,"Black Sapphire","Not Applicable",Unlocked,"Grade B - Good Condition",Working,2
Samsung,540U3C,"Dark Silver",4GB,"Not Applicable","Grade A - Very Good Condition",Working,2
Samsung,710N,Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,720N,Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,740N,Silver,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,743B,Silver,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,6
Samsung,"A6 7.0\" WIFI SM-T280",White,8GB,"Not Applicable","Insurance Grade","Brand New",36
Samsung,"A6 7.0\" WIFI SM-T280",White,8GB,"Not Applicable","Grade A - Very Good Condition",Working,4
Samsung,"A6 7.0\" WIFI SM-T280",White,8GB,"Not Applicable","Grade B - Good Condition","iOS 7 Locked",2
Samsung,"A6 7.0\" WIFI SM-T280",White,8GB,"Not Applicable","Grade A - Very Good Condition","iOS 7 Locked",4
Samsung,"A6 7.0\" WIFI SM-T280",White,8GB,"Not Applicable","Grade C - Acceptable Condition","iOS 7 Locked",2
Samsung,"A6 7.0\" WIFI SM-T280",White,8GB,"Not Applicable","Grade C - Acceptable Condition",Working,2
Samsung,"A6 7.0\" WIFI SM-T280",White,8GB,"Not Applicable","Grade B - Good Condition",Working,4
Samsung,"A6 7.0\" WIFI SM-T280",Black,8GB,"Not Applicable","Insurance Grade","Brand New",20
Samsung,"A6 7.0\" WIFI SM-T280",Black,8GB,"Not Applicable","Grade B B2B",Working,2
Samsung,"ALLSHARE CAST DONGLE -  EAD-T10UDEGXEU",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"ALPHA SM-G850F",Black,16GB,"Not Applicable","Brand New","Brand New",58
Samsung,"ALPHA SM-G850F",Black,32GB,Unlocked,"Grade A - Very Good Condition",Working,4
Samsung,"ALPHA SM-G850F","Charcoal Black",32GB,NOS-Portugal,"Not Graded","Non-working - Need Repair - HardWare",2
Samsung,"ALPHA SM-G850F","Black Sapphire",32GB,Unlocked,Unknown,Non-working,2
Samsung,"ALPHA SM-G850F",Grey,4GB,NOS-Portugal,Unknown,Non-working,2
Samsung,B100AE,Silver,"Not Applicable","Not Applicable","Brand New","Brand New",6
Samsung,B130,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Working - Minor Issue",2
Samsung,B2100,Black,"Not Applicable",Unlocked,"Insurance Grade","Brand New",2
Samsung,B2100,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,B2100,Red,"Not Applicable",Damaged,"Grade D","Power On Tested-Good LCD",2
Samsung,B2100,Red,"Not Applicable",Damaged,"Grade D","Power On Tested-Broken LCD",2
Samsung,B2100,Red,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",2
Samsung,"B2100 Xplorer",Black,"Not Applicable",Unlocked,"Grade D",Working,2
Samsung,"B2100 Xplorer",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,b2710,Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,4
Samsung,b2710,Black,"Not Applicable",Unlocked,Unknown,Non-working,2
Samsung,b2710,Black,"Not Applicable",Unlocked,"Grade D",Non-working,2
Samsung,b2710,Black,"Not Applicable",Unlocked,"Grade D",Working,14
Samsung,b2710,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Power On Tested-Good LCD",2
Samsung,b2710,Black,"Not Applicable",Unlocked,"Grade D",BER-Scrap,2
Samsung,b2710,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,10
Samsung,b2710,Black,"Not Applicable",Orange,"Grade D",Non-working,4
Samsung,b2710,Black,"Not Applicable",Orange,"Grade D",Working,2
Samsung,b2710,Black,2GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung,b2710,Black,2GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,B3410,Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,2
Samsung,B5510,Black,"Not Applicable",Unlocked,"Insurance Grade","Brand New",2
Samsung,B600BE,Black,"Not Applicable","Not Applicable","Brand New","Brand New",6
Samsung,"B800BE 3200MAH BATTERY",Silver,"Not Applicable","Not Applicable","Brand New","Brand New",6
Samsung,"BATTERY PACK USB-C 5100MAH ",Grey,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,8
Samsung,"BATTERY PACK USB-C 5100MAH ",Grey,"Not Applicable","Not Applicable","Insurance Grade",Working,4
Samsung,BN44-00394H,Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,8
Samsung,"BOOK COVER FOR GALAXY TAB 3",White,"Not Applicable","Not Applicable","Insurance Grade",Working,2
Samsung,"BOOK COVER FOR GALAXY TAB 3",White,"Not Applicable","Not Applicable","Brand New","Brand New",2
Samsung,"BOOK COVER FOR SAMSUNG GALAXY TAB A 9.7\"",Grey,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,2
Samsung,"BOOK COVER FOR SAMSUNG GALAXY TAB A 9.7\"",Blue,"Not Applicable","Not Applicable","Insurance Grade","Brand New",6
Samsung,"BOOK COVER FOR SAMSUNG GALAXY TAB A 9.7\"",Grey,"Not Applicable","Not Applicable","Insurance Grade","Brand New",6
Samsung,"BOOK COVER FOR SAMSUNG GALAXY TAB S 10.5\"",Grey,"Not Applicable","Not Applicable","Insurance Grade",Working,2
Samsung,"BOOK COVER FOR SAMSUNG GALAXY TAB S 8.4\"",Bronze,"Not Applicable","Not Applicable","Insurance Grade",Working,2
Samsung,"BOOK COVER FOR SAMSUNG GALAXY TAB S 8.4\"",Bronze,"Not Applicable","Not Applicable","Brand New","Brand New",2
Samsung,C300,Black,"Not Applicable",Virgin,Unknown,"Power On Tested-Good LCD",2
Samsung,C3050,Black,"Not Applicable",Damaged,"Grade D","Power On Tested-Good LCD",2
Samsung,C3050,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER-Scrap,4
Samsung,C3050,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,"C3300 CHAMP",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,4
Samsung,"C3300 CHAMP",Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER-Scrap,2
Samsung,C3350,Grey,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,C3350,Grey,"Not Applicable",Damaged,Unknown,"Power On Tested-Broken LCD",2
Samsung,C3350,Grey,"Not Applicable",Foreign,"Grade D","Power On Tested-Broken LCD",2
Samsung,C3350,Grey,"Not Applicable",Foreign,"Grade D",Working,2
Samsung,C3350,Silver,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,4
