make,model,colour,capacity,network,grade,condition,count
Samsung,"ORIGINAL CHARGING ADAPTER - EP-TA20UWEUG",White,"Not Applicable","Not Applicable","Brand New","Brand New",4
Samsung,"ORIGINAL CHARGING ADAPTER - EP-TA20UWEUG",White,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,2
Samsung,"ORIGINAL CHARGING ADAPTER - EP-TA20UWEUG",White,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,20
Samsung,"ORIGINAL CHARGING ADAPTER - EP-TA20UWEUG",White,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,2
Samsung,P260,Grey,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,"POCKET NEO",Blue,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,8
Samsung,"POCKET NEO",Blue,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,"POCKET NEO",Blue,"Not Applicable",Unlocked,"Grade D",Working,2
Samsung,"POCKET NEO",Blue,"Not Applicable",Unlocked,"Grade B B2B",Working,2
Samsung,"POCKET NEO",Black,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition","Power On Tested-Good LCD",2
Samsung,PS42Q97HD,Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"PUSHA GT-E1200",Black,"Not Applicable",Foreign,Unknown,Non-working,2
Samsung,"PUSHA GT-E1200",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,"REX 70",White,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,6
Samsung,"REX 70",White,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,2
Samsung,"REX 70",Blue,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,2
Samsung,"REX 70",White,"Not Applicable",Unlocked,"Insurance Grade","Brand New",2
Samsung,"REX 70",Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,2
Samsung,"REX 70",Navy,"Not Applicable",NOS-Portugal,"Insurance Grade","Brand New",2
Samsung,"S CHARGER PAD - EP-PG900",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,8
Samsung,"S VIEW COVER CASE FOR SAMSUNG GALAXY ALPHA",Black,"Not Applicable","Not Applicable","Brand New","Brand New",6
Samsung,"S-VIEW COVER FOR GALAXY A5",Black,"Not Applicable","Not Applicable","Brand New","Brand New",8
Samsung,"S-VIEW COVER FOR GALAXY A5",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,6
Samsung,"S-VIEW COVER FOR GALAXY A5",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",2
Samsung,"S-VIEW COVER FOR GALAXY A5",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,2
Samsung,"S-VIEW COVER FOR GALAXY S5",White,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,2
Samsung,"S-VIEW COVER FOR GALAXY S5",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,2
Samsung,"S-VIEW COVER FOR GALAXY S5",White,"Not Applicable","Not Applicable","Insurance Grade",Working,6
Samsung,"S-VIEW COVER FOR GALAXY S5 MINI",Black,"Not Applicable","Not Applicable","Brand New","Brand New",24
Samsung,"S-VIEW COVER FOR GALAXY S5 MINI",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,4
Samsung,"S-VIEW COVER FOR GALAXY S5 MINI",White,"Not Applicable","Not Applicable","Brand New","Brand New",6
Samsung,"S-VIEW COVER FOR GALAXY S5 MINI",White,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,2
Samsung,"S-VIEW COVER FOR GALAXY S6",Blue,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"S-VIEW COVER FOR GALAXY S6",Gold,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,2
Samsung,"S-VIEW COVER FOR GALAXY S6",Blue,"Not Applicable","Not Applicable","Insurance Grade","Brand New",8
Samsung,"S-VIEW COVER FOR GALAXY S6",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,12
Samsung,"S-VIEW COVER FOR GALAXY S6",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,4
Samsung,"S-VIEW COVER FOR GALAXY S6",Black,"Not Applicable","Not Applicable","Brand New","Brand New",2
Samsung,"S-VIEW WINDOW FLIP CASE FOR SAMSUNG GALAXY S5 MINI",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,12
Samsung,"S-VIEW WINDOW FLIP CASE FOR SAMSUNG GALAXY S5 MINI",Black,"Not Applicable","Not Applicable","Brand New","Brand New",10
Samsung,"S-VIEW WINDOW FLIP CASE FOR SAMSUNG GALAXY S5 MINI",White,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,2
Samsung,"S-VIEW WINDOW FLIP CASE FOR SAMSUNG GALAXY S5 MINI",White,"Not Applicable","Not Applicable","Brand New","Brand New",2
Samsung,"S-VIEW WINDOW FLIP CASE FOR SAMSUNG GALAXY S5 MINI",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,10
Samsung,"S-VIEW WINDOW FLIP CASE FOR SAMSUNG GALAXY S5 MINI",White,"Not Applicable","Not Applicable","Insurance Grade",Working,2
Samsung,"S-VIEW WINDOW FLIP CASE FOR SAMSUNG GALAXY S5 MINI",Grey,"Not Applicable","Not Applicable","Insurance Grade",Working,4
Samsung,"S19A100N - MONITOR",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"S3 4G",Black,16GB,Unlocked,"Grade B B2B",Working,6
Samsung,"S3 I9305 16GB LTE old2",Black,16GB,Unlocked,"Grade B - Good Condition","Working – Minor Screen Burn",2
Samsung,"S3 I9305 16GB LTE old2",Black,16GB,NOS-Portugal,"Grade B - Good Condition",Non-working,2
Samsung,"S3 I9305 16GB LTE old2",Black,16GB,Unlocked,"Grade B B2B",Working,2
Samsung,"S3 I9305 16GB LTE old2",Black,16GB,Damaged,"Grade C - Acceptable Condition",Non-working,2
Samsung,"S3 MINI",Blue,4GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,"S3 MINI",Blue,4GB,Unlocked,"Grade A - Very Good Condition",Working,2
Samsung,"S3 MINI",Blue,4GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung,"S3 MINI",White,8GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung,"S3 MINI",White,8GB,Damaged,Unknown,"Non-working - Need Repair - HardWare",2
Samsung,"S3 MINI",Blue,16GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,"S3 MINI",Blue,8GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,"S3 MINI",Blue,8GB,Unlocked,Unknown,Non-working,2
Samsung,"S3 MINI GT-I8190N","Black Sapphire",16GB,"EE Network","Grade B - Good Condition",Working,2
Samsung,"S3 MINI GT-I8190N",Blue,8GB,Damaged,Unknown,Non-working,2
Samsung,"S3 MINI GT-I8190N",White,8GB,O2,"Grade C - Acceptable Condition","Power On Tested-Good LCD",2
Samsung,"S3 MINI GT-I8190N",Blue,8GB,Unlocked,Unknown,Non-working,4
Samsung,"S3 MINI GT-I8190N",White,8GB,Unlocked,"Grade C - Acceptable Condition",Blacklisted,2
Samsung,"S3 MINI GT-I8190N",White,8GB,Damaged,Unknown,Non-working,2
Samsung,"S3 MINI GT-I8190N",Blue,8GB,Unlocked,"Grade C - Acceptable Condition",Blacklisted,2
Samsung,"S3 MINI GT-I8190N",Blue,8GB,Unlocked,"Grade B - Good Condition","Working – Minor Screen Burn",2
Samsung,"S3 MINI GT-I8190N",Blue,16GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung,"S3 MINI GT-I8190N",Blue,16GB,Unlocked,"Grade B - Good Condition","Working – Minor Screen Burn",2
Samsung,"S3 MINI GT-I8190N",White,16GB,Unlocked,"Grade D","Working - Minor Issue",2
Samsung,S3100,White,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER-Scrap,2
Samsung,S3350,Red,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,S5220,Black,1GB,Virgin,"Grade C - Acceptable Condition",Working,2
Samsung,S5230,Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,6
Samsung,S5230,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Power On Tested-Broken LCD",4
Samsung,S5230,Black,"Not Applicable",Unlocked,"Insurance Grade","Brand New",2
Samsung,S5230,Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition","Working - Minor Issue",2
Samsung,S5230,Black,"Not Applicable",NOS-Portugal,"Not Graded",Non-working,2
Samsung,S5230,Pink,"Not Applicable",O2,"Grade D","Blacklisted Disposal",2
Samsung,"S5230 Star",Black,"Not Applicable",Unlocked,Unknown,Non-working,2
Samsung,"S5230 Star",Black,"Not Applicable",Damaged,"Grade D","Power On Tested-Good LCD",2
Samsung,"S5230 Star",Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER-Scrap,2
Samsung,s5260,Black,"Not Applicable",Damaged,"Grade B - Good Condition","Power On Tested-Good LCD",2
Samsung,s5260,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",2
Samsung,"s5380 wave y",Grey,"Not Applicable",Unlocked,"Grade D",Working,2
Samsung,S5570,Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,2
Samsung,S5570,Black,"Not Applicable",Unlocked,"Insurance Grade","Brand New",2
Samsung,S5611,Blue,"Not Applicable",Unlocked,"Grade B B2B",Working,8
Samsung,S5611,Blue,"Not Applicable",Damaged,"Grade A - Very Good Condition",Working,2
Samsung,S5611,Blue,"Not Applicable",Unknown,"Grade B B2B",Working,2
Samsung,S5611,Blue,"Not Applicable",Foreign,"Grade D",Working,2
Samsung,S5611,Blue,"Not Applicable",Unlocked,"Grade D",Working,2
Samsung,S5611,Black,"Not Applicable",Vodafone-Ireland,"Grade B B2B",Working,2
Samsung,S5611,Blue,"Not Applicable",Vodafone-Ireland,"Grade B B2B",Working,2
Samsung,S5611,Black,"Not Applicable",Unknown,"Grade B B2B",Working,2
Samsung,S5611,Blue,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,2
Samsung,S5611,Black,"Not Applicable",Foreign,"Grade D","Power On Tested-Broken LCD",2
Samsung,S5611,Grey,"Not Applicable",Unlocked,"Insurance Grade","Brand New",22
Samsung,S5611,Grey,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,8
Samsung,S5611,Grey,"Not Applicable",Unlocked,"Insurance Grade",Working,4
Samsung,S5611,Grey,"Not Applicable",Unlocked,"Grade B B2B",Working,2
Samsung,S5611,Grey,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,2
Samsung,S5611,Silver,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,4
Samsung,S5611,Silver,"Not Applicable",Unlocked,"Grade B B2B",Working,2
Samsung,S5611,Blue,"Not Applicable",Vodafone,"Grade C - Acceptable Condition","Non-working - Unlock",2
Samsung,s5830i,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,4
Samsung,"S6 EDGE PLUS",Blue,64GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung,"S6 EDGE PLUS",Gold,64GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung,"S6 EDGE PLUS","Black Sapphire",32GB,Vodafone,"Insurance Grade","Brand New",2
Samsung,S7,Silver,32GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,S7,Silver,32GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung,S7,Pink,32GB,Unlocked,"Grade C - Acceptable Condition","Working – Minor Screen Burn",2
Samsung,S8300,Brown,"Not Applicable",Unlocked,"Insurance Grade","Brand New",2
Samsung,S8300,Blue,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,2
Samsung,S8300,Blue,"Not Applicable",Unlocked,"Insurance Grade","Brand New",2
Samsung,"S8300 Tocco Ultra Touch",Black,"Not Applicable",Unknown,Unknown,Non-working,2
Samsung,"S8300 Tocco Ultra Touch",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,"SAMSUNG GALAXY CORE PRIME SM-G360F",White,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,2
Samsung,"SAMSUNG GALAXY CORE PRIME SM-G360F",Grey,8GB,Unlocked,"Grade A - Very Good Condition",Working,18
Samsung,"SAMSUNG GALAXY CORE PRIME SM-G360F",Grey,8GB,Unlocked,"Insurance Grade","Brand New",8
Samsung,"SAMSUNG GALAXY CORE PRIME SM-G360F",White,8GB,Unlocked,"Insurance Grade","Brand New",24
Samsung,"SAMSUNG GALAXY CORE PRIME SM-G360F",White,8GB,Unlocked,"Grade A - Very Good Condition",Working,14
Samsung,"SAMSUNG GALAXY CORE PRIME SM-G360F",White,8GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung,"SAMSUNG GALAXY CORE PRIME SM-G360F",Grey,8GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung,"SAMSUNG GALAXY CORE PRIME SM-G360F",Black,8GB,Unlocked,Unknown,"Non-working - DeBrand",2
Samsung,"SAMSUNG GALAXY CORE PRIME SM-G360F",Grey,8GB,Unlocked,Unknown,"Non-working - DeBrand",2
Samsung,"SAMSUNG GALAXY J1 SM-J100H",Black,4GB,Unlocked,"Grade A - Very Good Condition",Working,42
Samsung,"SAMSUNG GALAXY J1 SM-J100H",Black,4GB,Unlocked,"Grade B - Good Condition",Working,30
Samsung,"SAMSUNG GALAXY J1 SM-J100H",Black,4GB,Unlocked,"Grade C - Acceptable Condition",Working,12
Samsung,"SAMSUNG GALAXY J1 SM-J100H",Black,4GB,Unlocked,"Grade D",Working,6
Samsung,"SAMSUNG GALAXY J1 SM-J100H",Black,4GB,Unlocked,"Insurance Grade","Brand New",8
Samsung,"SAMSUNG GALAXY J1 SM-J100H",Black,4GB,Unknown,"Grade D",BER-Scrap,2
Samsung,"SAMSUNG GALAXY J1 SM-J100H",Black,4GB,Unknown,"Grade B - Good Condition",Working,2
Samsung,"SAMSUNG GALAXY S5 NEO SM-G903F",Gold,16GB,Unlocked,"Grade A - Very Good Condition",Working,2
Samsung,"SAMSUNG GALAXY S5 NEO SM-G903F",Black,16GB,Unlocked,"Insurance Grade","Brand New",8
Samsung,"SAMSUNG GALAXY S5 NEO SM-G903F",Black,16GB,Unlocked,"Grade B - Good Condition",Working,6
Samsung,"SAMSUNG GALAXY S5 NEO SM-G903F",Gold,16GB,Unlocked,"Insurance Grade","Brand New",6
Samsung,"SAMSUNG GALAXY S5 NEO SM-G903F",Black,16GB,Unlocked,"Grade A - Very Good Condition",Working,4
Samsung,"SAMSUNG GALAXY TAB A  WI-FI  9.7 INCH SM-P550",White,16GB,"Not Applicable","Insurance Grade","Brand New",2
Samsung,"SAMSUNG GALAXY TAB A  WI-FI  9.7 INCH SM-P550",Black,16GB,"Not Applicable","Insurance Grade","Brand New",2
Samsung,"SAMSUNG GALAXY TAB ACTIVE 8.0 LTE",Silver,16GB,Unlocked,"Not Graded",Working,2
Samsung,"SAMSUNG GALAXY TAB ACTIVE 8.0 LTE",Black,16GB,Unlocked,"Grade B - Good Condition",Working,4
Samsung,"SAMSUNG GALAXY TAB ACTIVE 8.0 LTE",Grey,Unknown,Unlocked,"Grade A - Very Good Condition",Working,4
Samsung,"SAMSUNG GALAXY TAB S2 9.7 - T810",Gold,32GB,"Not Applicable","Insurance Grade","Brand New",2
Samsung,"SAMSUNG GALAXY TAB S2 9.7 LTE/4G - T815",Gold,32GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung,"SAMSUNG GALAXY XCOVER 2 GT-S7710",Grey,4GB,Unlocked,"Grade A - Very Good Condition","Non-working - Need Battery",4
Samsung,"SAMSUNG GALAXY XCOVER 2 GT-S7710",Red,4GB,Unlocked,"Grade A - Very Good Condition","Non-working - Need Battery",2
Samsung,"SAMSUNG VODAFONE 360 M1 BACK COVER",Orange,"Not Applicable","Not Applicable","Brand New","Brand New",10
Samsung,SM-901F,Grey,16GB,Unlocked,"Grade A - Very Good Condition",Working,2
Samsung,SM-A500FU,Black,16GB,Unknown,Unknown,"Warranty Send-Off",2
Samsung,SM-G130HN,Grey,4GB,Vodafone-Ireland,"Grade A - Very Good Condition",Working,2
Samsung,SM-G361F,Grey,8GB,Unlocked,"Grade B B2B",Working,4
Samsung,SM-G361F,Grey,8GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,SM-G361F,Grey,8GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung,SM-G361F,Silver,8GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,SM-N9005,Grey,32GB,Unlocked,"Grade A - Very Good Condition",Working,2
Samsung,"SM-R381 Gear 2 Neo Smartwatch",Black,"Not Applicable","Not Applicable","Grade D",BER,4
Samsung,"SM-R381 Gear 2 Neo Smartwatch",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,12
Samsung,"SM-R381 Gear 2 Neo Smartwatch",Black,"Not Applicable","Not Applicable",Unknown,Non-working,6
Samsung,"SM-R381 Gear 2 Neo Smartwatch",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
Samsung,"ST1000LM024 2.5 SATA HD",Silver,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"STEREO CORDED",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",2
Samsung,"STYLUS PEN - PW700CB",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,2
Samsung,"SYNCMASTER 193T",Silver,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,8
Samsung,"SYNCMASTER 193T",Black,Unknown,"Not Applicable","Grade B - Good Condition",Working,2
Samsung,"SYNCMASTER 193T",Silver,Unknown,"Not Applicable","Grade B - Good Condition",Working,2
Samsung,"SYNCMASTER 226BW",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"SYNCMASTER 720N",Silver,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
Samsung,"SYNCMASTER 913V",Silver,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"SYNCMASTER 920 BM",Silver,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"SYNCMASTER 920BM",Silver,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
Samsung,"SYNCMASTER 920BM (19'') ",Silver,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"SYNCMASTER 940B",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"SYNCMASTER 943N (19'') ",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
Samsung,"SYNCMASTER 943N (19'') ",Silver,Unknown,"Not Applicable","Grade B - Good Condition",Working,2
Samsung,"SYNCMASTER 943NW",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"SYNCMASTER 943NW",Silver,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"SYNCMASTER SA300",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,6
Samsung,"SYNCMASTER SA300",Black,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",BER,2
Samsung,SYNCMASTER193T,Silver,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,6
Samsung,"TAB S2 8.0 4G (T715)",White,32GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,"TAB S2 T813 9.7-INCH",Gold,32GB,"Not Applicable","Grade B - Good Condition",Working,14
Samsung,"TAB S2 T813 9.7-INCH",Gold,32GB,"Not Applicable","Insurance Grade","Brand New",20
Samsung,"TAB S2 T813 9.7-INCH",Gold,32GB,"Not Applicable","Grade B B2B",Working,2
Samsung,"TAB S2 T813 9.7-INCH",White,32GB,"Not Applicable","Insurance Grade","Brand New",2
Samsung,"TAB S2 T813 9.7-INCH",Black,32GB,"Not Applicable","Insurance Grade","Brand New",4
Samsung,"TAB S2 T813 9.7-INCH",Black,32GB,"Not Applicable","Grade A - Very Good Condition",Working,8
Samsung,"TAB S2 T813 9.7-INCH",Black,32GB,"Not Applicable","Insurance Grade",Working,2
Samsung,"TAB S2 T813 9.7-INCH",Gold,32GB,"Not Applicable","Grade A - Very Good Condition",Working,12
Samsung,"TAB S2 T813 9.7-INCH",White,32GB,"Not Applicable","Grade A - Very Good Condition",Working,2
Samsung,"TAB S2 T813 9.7-INCH",White,32GB,"Not Applicable","Grade B - Good Condition",Working,2
Samsung,"TAB S2 T813 9.7-INCH",Gold,32GB,"Not Applicable",Unknown,Non-working,8
Samsung,"TAB S2 T813 9.7-INCH",Gold,4GB,"Not Applicable",Unknown,Non-working,2
Samsung,"TAB S2 T813 9.7-INCH",Gold,"Not Applicable","Not Applicable",Unknown,Non-working,4
Samsung,"TAB S2 T813 9.7-INCH",Black,"Not Applicable","Not Applicable",Unknown,Non-working,2
Samsung,"TABPRO 12.0 W703",Black,128GB,"Not Applicable",Unknown,"Non-working - Need Repair - HardWare",4
Samsung,"TABPRO 12.0 W703",Black,128GB,"Not Applicable","Grade A - Very Good Condition",Working,12
Samsung,"TABPRO 12.0 W703",Black,128GB,"Not Applicable","Grade B - Good Condition","Working - Minor Issue",2
Samsung,"TABPRO 12.0 W703",Black,128GB,"Not Applicable","Grade B - Good Condition",Working,2
Samsung,"TABPRO 12.0 W703",Black,128GB,"Not Applicable",Unknown,Non-working,2
Samsung,"TRAVEL ADAPTER - EP-TA50UWE",White,"Not Applicable","Not Applicable","Brand New","Brand New",18
